[root@rh7-ocp3-mst01 ~]# oc get all --all-namespaces
NAMESPACE                           NAME                                               READY     STATUS      RESTARTS   AGE
openshift        imagestream.image.openshift.io/perl                                           docker-registry.default.svc:5000/openshift/perl                                           5.16,5.20,5.24 + 2 more...        2 days ago
openshift        imagestream.image.openshift.io/php                                            docker-registry.default.svc:5000/openshift/php                                            5.6,7.0,7.1 + 2 more...           2 days ago
openshift        imagestream.image.openshift.io/postgresql                                     docker-registry.default.svc:5000/openshift/postgresql                                     9.4,9.5,9.6 + 3 more...           2 days ago
openshift        imagestream.image.openshift.io/python                                         docker-registry.default.svc:5000/openshift/python                                         2.7,3.3,3.4 + 3 more...           2 days ago
openshift        imagestream.image.openshift.io/redhat-openjdk18-openshift                     docker-registry.default.svc:5000/openshift/redhat-openjdk18-openshift                     1.2,1.3,1.4 + 2 more...           2 days ago
openshift        imagestream.image.openshift.io/redhat-sso70-openshift                         docker-registry.default.svc:5000/openshift/redhat-sso70-openshift                         1.3,1.4                           2 days ago
openshift        imagestream.image.openshift.io/redhat-sso71-openshift                         docker-registry.default.svc:5000/openshift/redhat-sso71-openshift                         1.2,1.3,1.0 + 1 more...           2 days ago
openshift        imagestream.image.openshift.io/redhat-sso72-openshift                         docker-registry.default.svc:5000/openshift/redhat-sso72-openshift                         1.0,1.1,1.2                       2 days ago
openshift        imagestream.image.openshift.io/redis                                          docker-registry.default.svc:5000/openshift/redis                                          3.2,latest                        2 days ago
openshift        imagestream.image.openshift.io/rhdm-controller-rhel8                          docker-registry.default.svc:5000/openshift/rhdm-controller-rhel8                          7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhdm-decisioncentral-rhel8                     docker-registry.default.svc:5000/openshift/rhdm-decisioncentral-rhel8                     7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhdm-kieserver-rhel8                           docker-registry.default.svc:5000/openshift/rhdm-kieserver-rhel8                           7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhdm-optaweb-employee-rostering-rhel8          docker-registry.default.svc:5000/openshift/rhdm-optaweb-employee-rostering-rhel8          7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhdm70-decisioncentral-openshift               docker-registry.default.svc:5000/openshift/rhdm70-decisioncentral-openshift               1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm70-kieserver-openshift                     docker-registry.default.svc:5000/openshift/rhdm70-kieserver-openshift                     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm71-controller-openshift                    docker-registry.default.svc:5000/openshift/rhdm71-controller-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm71-decisioncentral-indexing-openshift      docker-registry.default.svc:5000/openshift/rhdm71-decisioncentral-indexing-openshift      1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm71-decisioncentral-openshift               docker-registry.default.svc:5000/openshift/rhdm71-decisioncentral-openshift               1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm71-kieserver-openshift                     docker-registry.default.svc:5000/openshift/rhdm71-kieserver-openshift                     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm71-optaweb-employee-rostering-openshift    docker-registry.default.svc:5000/openshift/rhdm71-optaweb-employee-rostering-openshift    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm72-controller-openshift                    docker-registry.default.svc:5000/openshift/rhdm72-controller-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm72-decisioncentral-indexing-openshift      docker-registry.default.svc:5000/openshift/rhdm72-decisioncentral-indexing-openshift      1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm72-decisioncentral-openshift               docker-registry.default.svc:5000/openshift/rhdm72-decisioncentral-openshift               1.1,1.0                           2 days ago
openshift        imagestream.image.openshift.io/rhdm72-kieserver-openshift                     docker-registry.default.svc:5000/openshift/rhdm72-kieserver-openshift                     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm72-optaweb-employee-rostering-openshift    docker-registry.default.svc:5000/openshift/rhdm72-optaweb-employee-rostering-openshift    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm73-controller-openshift                    docker-registry.default.svc:5000/openshift/rhdm73-controller-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm73-decisioncentral-indexing-openshift      docker-registry.default.svc:5000/openshift/rhdm73-decisioncentral-indexing-openshift      1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm73-decisioncentral-openshift               docker-registry.default.svc:5000/openshift/rhdm73-decisioncentral-openshift               1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm73-kieserver-openshift                     docker-registry.default.svc:5000/openshift/rhdm73-kieserver-openshift                     1.1,1.0                           2 days ago
openshift        imagestream.image.openshift.io/rhdm73-optaweb-employee-rostering-openshift    docker-registry.default.svc:5000/openshift/rhdm73-optaweb-employee-rostering-openshift    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm74-controller-openshift                    docker-registry.default.svc:5000/openshift/rhdm74-controller-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm74-decisioncentral-openshift               docker-registry.default.svc:5000/openshift/rhdm74-decisioncentral-openshift               1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm74-kieserver-openshift                     docker-registry.default.svc:5000/openshift/rhdm74-kieserver-openshift                     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhdm74-optaweb-employee-rostering-openshift    docker-registry.default.svc:5000/openshift/rhdm74-optaweb-employee-rostering-openshift    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam-businesscentral-monitoring-rhel8         docker-registry.default.svc:5000/openshift/rhpam-businesscentral-monitoring-rhel8         7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhpam-businesscentral-rhel8                    docker-registry.default.svc:5000/openshift/rhpam-businesscentral-rhel8                    7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhpam-controller-rhel8                         docker-registry.default.svc:5000/openshift/rhpam-controller-rhel8                         7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhpam-kieserver-rhel8                          docker-registry.default.svc:5000/openshift/rhpam-kieserver-rhel8                          7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhpam-smartrouter-rhel8                        docker-registry.default.svc:5000/openshift/rhpam-smartrouter-rhel8                        7.5.0                             2 days ago
openshift        imagestream.image.openshift.io/rhpam70-businesscentral-indexing-openshift     docker-registry.default.svc:5000/openshift/rhpam70-businesscentral-indexing-openshift     1.2,1.0,1.1                       2 days ago
openshift        imagestream.image.openshift.io/rhpam70-businesscentral-monitoring-openshift   docker-registry.default.svc:5000/openshift/rhpam70-businesscentral-monitoring-openshift   1.0,1.1,1.2                       2 days ago
openshift        imagestream.image.openshift.io/rhpam70-businesscentral-openshift              docker-registry.default.svc:5000/openshift/rhpam70-businesscentral-openshift              1.0,1.1,1.2                       2 days ago
openshift        imagestream.image.openshift.io/rhpam70-controller-openshift                   docker-registry.default.svc:5000/openshift/rhpam70-controller-openshift                   1.0,1.1,1.2                       2 days ago
openshift        imagestream.image.openshift.io/rhpam70-kieserver-openshift                    docker-registry.default.svc:5000/openshift/rhpam70-kieserver-openshift                    1.0,1.1,1.2                       2 days ago
openshift        imagestream.image.openshift.io/rhpam70-smartrouter-openshift                  docker-registry.default.svc:5000/openshift/rhpam70-smartrouter-openshift                  1.0,1.1,1.2                       2 days ago
openshift        imagestream.image.openshift.io/rhpam71-businesscentral-indexing-openshift     docker-registry.default.svc:5000/openshift/rhpam71-businesscentral-indexing-openshift     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam71-businesscentral-monitoring-openshift   docker-registry.default.svc:5000/openshift/rhpam71-businesscentral-monitoring-openshift   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam71-businesscentral-openshift              docker-registry.default.svc:5000/openshift/rhpam71-businesscentral-openshift              1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam71-controller-openshift                   docker-registry.default.svc:5000/openshift/rhpam71-controller-openshift                   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam71-kieserver-openshift                    docker-registry.default.svc:5000/openshift/rhpam71-kieserver-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam71-smartrouter-openshift                  docker-registry.default.svc:5000/openshift/rhpam71-smartrouter-openshift                  1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam72-businesscentral-indexing-openshift     docker-registry.default.svc:5000/openshift/rhpam72-businesscentral-indexing-openshift     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam72-businesscentral-monitoring-openshift   docker-registry.default.svc:5000/openshift/rhpam72-businesscentral-monitoring-openshift   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam72-businesscentral-openshift              docker-registry.default.svc:5000/openshift/rhpam72-businesscentral-openshift              1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam72-controller-openshift                   docker-registry.default.svc:5000/openshift/rhpam72-controller-openshift                   1.1,1.0                           2 days ago
openshift        imagestream.image.openshift.io/rhpam72-kieserver-openshift                    docker-registry.default.svc:5000/openshift/rhpam72-kieserver-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam72-smartrouter-openshift                  docker-registry.default.svc:5000/openshift/rhpam72-smartrouter-openshift                  1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam73-businesscentral-indexing-openshift     docker-registry.default.svc:5000/openshift/rhpam73-businesscentral-indexing-openshift     1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam73-businesscentral-monitoring-openshift   docker-registry.default.svc:5000/openshift/rhpam73-businesscentral-monitoring-openshift   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam73-businesscentral-openshift              docker-registry.default.svc:5000/openshift/rhpam73-businesscentral-openshift              1.1,1.0                           2 days ago
openshift        imagestream.image.openshift.io/rhpam73-controller-openshift                   docker-registry.default.svc:5000/openshift/rhpam73-controller-openshift                   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam73-kieserver-openshift                    docker-registry.default.svc:5000/openshift/rhpam73-kieserver-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam73-smartrouter-openshift                  docker-registry.default.svc:5000/openshift/rhpam73-smartrouter-openshift                  1.1,1.0                           2 days ago
openshift        imagestream.image.openshift.io/rhpam74-businesscentral-monitoring-openshift   docker-registry.default.svc:5000/openshift/rhpam74-businesscentral-monitoring-openshift   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam74-businesscentral-openshift              docker-registry.default.svc:5000/openshift/rhpam74-businesscentral-openshift              1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam74-controller-openshift                   docker-registry.default.svc:5000/openshift/rhpam74-controller-openshift                   1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam74-kieserver-openshift                    docker-registry.default.svc:5000/openshift/rhpam74-kieserver-openshift                    1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/rhpam74-smartrouter-openshift                  docker-registry.default.svc:5000/openshift/rhpam74-smartrouter-openshift                  1.0,1.1                           2 days ago
openshift        imagestream.image.openshift.io/ruby                                           docker-registry.default.svc:5000/openshift/ruby                                           2.4,2.5,latest + 3 more...        2 days ago

NAMESPACE                          NAME                                         HOST/PORT                                                                PATH      SERVICES            PORT      TERMINATION          WILDCARD
app-storage                        route.route.openshift.io/heketi-storage      heketi-storage-app-storage.ocp3-mwn.linuxrevolution.com                            heketi-storage      <all>                          None
default                            route.route.openshift.io/docker-registry     docker-registry-default.ocp3-mwn.linuxrevolution.com                               docker-registry     <all>     passthrough          None
default                            route.route.openshift.io/registry-console    registry-console-default.ocp3-mwn.linuxrevolution.com                              registry-console    <all>     passthrough          None
infra-storage                      route.route.openshift.io/heketi-registry     heketi-registry-infra-storage.ocp3-mwn.linuxrevolution.com                         heketi-registry     <all>                          None
kube-service-catalog               route.route.openshift.io/apiserver           apiserver-kube-service-catalog.ocp3-mwn.linuxrevolution.com                        apiserver           secure    passthrough          None
openshift-ansible-service-broker   route.route.openshift.io/asb-1338            asb-1338-openshift-ansible-service-broker.ocp3-mwn.linuxrevolution.com             asb                 1338      reencrypt            None
openshift-console                  route.route.openshift.io/console             cluster-console.ocp3-mwn.linuxrevolution.com                                       console             https     reencrypt/Redirect   None
openshift-infra                    route.route.openshift.io/hawkular-metrics    hawkular.ocp3-mwn.linuxrevolution.com                                              hawkular-metrics    <all>     reencrypt            None
openshift-logging                  route.route.openshift.io/logging-kibana      logging.ocp3-mwn.linuxrevolution.com                                               logging-kibana      <all>     reencrypt/Redirect   None
openshift-monitoring               route.route.openshift.io/alertmanager-main   alertmanager-main-openshift-monitoring.ocp3-mwn.linuxrevolution.com                alertmanager-main   web       reencrypt            None
openshift-monitoring               route.route.openshift.io/grafana             grafana-openshift-monitoring.ocp3-mwn.linuxrevolution.com                          grafana             https     reencrypt            None
openshift-monitoring               route.route.openshift.io/prometheus-k8s      prometheus-k8s-openshift-monitoring.ocp3-mwn.linuxrevolution.com                   prometheus-k8s      web       reencrypt            None

NAMESPACE                    NAME                                                     NAME                  TYPE       PUBLISHER   AGE
operator-lifecycle-manager   catalogsource.operators.coreos.com/certified-operators   Certified Operators   internal   Red Hat     1d
operator-lifecycle-manager   catalogsource.operators.coreos.com/rh-operators          Red Hat Operators     internal   Red Hat     1d

